"","sampleid","SampleDate","StationCode","Replicate","total_abund","Agabus","Atractides","Baetis","Bezzia__Palpomyia","Capniidae","Centroptilum","Diamesinae","Dytiscidae","Isoperla","Micrasema","Orthocladiinae","Ostracoda","Podonominae","Rhyacophila","Sanfilippodytes","Simulium","Sperchon","Taeniopterygidae","Tanytarsini","Tinodes","Tipulidae","Ceratopogon","Chironomini","Euparyphus","Gammarus","Gumaga","Hyalella","Lepidostoma","Oligochaeta","Paraleptophlebia","Pisidium","Stictotarsus","Tanypodinae","Turbellaria","Dasyhelea","Empididae","Gyraulus","Hydraena","Hydroptila","Muscidae","Oreodytes","Physa","Planorbidae","Agathon","Callibaetis","Coenagrionidae","Hydrophilidae","Nemouridae","Philorus","Probezzia","Psychoda","Wormaldia","Prosimulium","Culicidae","Culicoides","Stilobezzia","Ochrotrichia","Caenis_bajaensis","Ephydridae","Hydropsychidae","Lebertia","Meringodixa","Serromyia","Atrichopogon","Corydalidae","Fallceon","Gerridae","Libellulidae","Archilestes","Corixidae","Dixella","Gyrinidae","Odontomyia","Peltodytes","Pseudochironomus","Uvarus_subtilis","Eylais","Hygrobates","Limnesia","Mideopsis","Prostoma","Ameletus","Chloroperlidae","Heptageniidae","Dolichopodidae","Dytiscus","Tropisternus","Dixa","Leuctridae","Gastropoda","Maruina","Crangonyx","Pericoma__Telmatoscopus","Helichus","Ordobrevia_nubifera","Zaitzevia","Matriella_teresa","Sciomyzidae","Lestes","Blepharicera","Diphetor_hageni","Drunella_coloradensis","Glossosoma","Laccobius","Prodiamesinae","Ochthebius","Amphipoda","Scirtidae","Arrenurus","Hydrobiidae","Hydrotrupes_palpalis","Aeshnidae","Dolophilodes","Hydra","Lymnaea","Thyopsoides","Veliidae","Belostomatidae","Acari","Serratella_micheneri","Agapetus","Ephemerella_maculata","Serratella_teresa","Siphlonurus","Anacaena","Berosus","Mesobates","Cordulegaster_dorsalis","Eubrianax_edwardsii","Frontipoda","Tabanidae","Hypsogastropoda","Limnephilidae","Torrenticola","Cymbiodyta","Eucorethra_underwoodi","Microcylloepus","Ambrysus","Perlidae","Stygothrombium","Optioservus_divergens","Cultus","Glossiphoniidae","Glutops","Paracymus","Postelichus","Unionicolidae","Helicopsyche","Liodessus","Hydroporus","Isopoda","Heterlimnius","Helochares_normatus","Serratella_tibialis","Thaumaleidae","Enochrus","Forcipomyia","Acentrella_insignificans","Agabinus","Nemotelus","Stratiomys","Helisoma","Juga","Limnochares","Drunella_flavilinea","Hydroscapha_natans","Oecetis","Tricorythodes","Polycentropus","Testudacarus","Sperchonopsis","Oxyethira","Deuterophlebia","Hydrodroma","Cloeodes_excogitatus","Neoclypeodytes","Procloeon","Brachycentrus_echo","Chaetarthria","Elmidae","Limnebius","Sphaerium","Staphylinidae","Hydrachna","Laccophilus","Notonectidae","Ametor","Hydrobius_fuscipes","Gomphidae","Erpobdellidae","Hygrotus","Hetaerina_americana","Haliplus","Oecetis_disjuncta","Hydrochus","Caenis_latipennis"
"53","4/30/2018_903CVPCT_1","4/30/2018","903CVPCT",1,614,0.00488599348534202,0,0.0684039087947883,0.00814332247557003,0,0,0,0,0,0,0.229641693811075,0.0146579804560261,0.0472312703583062,0.011400651465798,0.00162866449511401,0.0716612377850163,0.00162866449511401,0,0.335504885993485,0,0.00162866449511401,0,0,0,0,0,0,0,0.0602605863192182,0.00651465798045603,0,0,0.0179153094462541,0,0,0.00325732899022801,0,0,0,0.00325732899022801,0,0.00977198697068404,0,0,0.0928338762214984,0,0,0,0,0,0,0,0,0,0.00162866449511401,0,0,0,0,0,0,0.00488599348534202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00162866449511401,0,0,0,0,0,0,0,0.00162866449511401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","4/4/2013_901BELOLV_1","4/4/2013","901BELOLV",1,583,0.00343053173241852,0.039451114922813,0.0274442538593482,0.0222984562607204,0,0.00686106346483705,0,0,0.00514579759862779,0,0.461406518010292,0,0.0566037735849057,0.00171526586620926,0.0102915951972556,0.0171526586620926,0,0,0.0737564322469983,0,0,0,0.0360205831903945,0,0,0,0,0,0.0291595197255575,0.0360205831903945,0,0.00343053173241852,0.072041166380789,0,0,0.00171526586620926,0,0,0.00171526586620926,0,0,0.0308747855917667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00686106346483705,0,0,0.00343053173241852,0,0,0,0,0,0,0,0,0.00171526586620926,0,0,0,0,0,0,0,0,0.00171526586620926,0,0,0,0,0,0,0,0.00686106346483705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171526586620926,0,0,0,0,0,0.0377358490566038,0,0,0,0,0,0,0,0,0,0,0,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","4/5/2010_901TCSMP1_1","4/5/2010","901TCSMP1",1,628,0.0111464968152866,0,0.122611464968153,0,0,0,0,0.0111464968152866,0,0,0.248407643312102,0.0111464968152866,0,0,0,0.404458598726115,0,0,0.0111464968152866,0,0,0,0.0461783439490446,0,0,0,0,0,0.105095541401274,0,0,0.00796178343949045,0,0,0.00318471337579618,0,0,0,0,0,0,0,0,0,0,0,0.00159235668789809,0,0,0,0,0,0,0,0,0,0,0,0.00796178343949045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318471337579618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318471337579618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159235668789809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","4/6/2015_909S00282_1","4/6/2015","909S00282",1,585,0.00170940170940171,0,0.0136752136752137,0,0,0,0,0,0.00341880341880342,0,0.388034188034188,0.0273504273504274,0.0307692307692308,0,0.00341880341880342,0.227350427350427,0,0,0.211965811965812,0,0,0,0.0222222222222222,0,0,0,0,0,0.0239316239316239,0,0,0.00170940170940171,0.0102564102564103,0,0,0,0,0,0,0,0,0.0136752136752137,0,0,0,0.00170940170940171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00170940170940171,0,0,0,0,0,0,0,0,0,0,0,0,0.00341880341880342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136752136752137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","4/7/2015_911KCKCRx_1","4/7/2015","911KCKCRx",1,621,0.00322061191626409,0,0.0177133655394525,0.0209339774557166,0,0.00322061191626409,0,0.00322061191626409,0.00161030595813205,0,0.368760064412238,0,0.0193236714975845,0,0.00805152979066022,0.00161030595813205,0,0,0.217391304347826,0,0.00161030595813205,0,0.0193236714975845,0.0112721417069243,0,0,0,0,0.101449275362319,0.00161030595813205,0.00483091787439614,0.00966183574879227,0.114331723027375,0.00161030595813205,0,0,0,0.00644122383252818,0,0,0,0,0,0,0.00161030595813205,0,0,0,0,0,0,0,0,0.0161030595813204,0,0,0,0,0.0257648953301127,0,0,0.0144927536231884,0,0,0.00161030595813205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161030595813205,0,0,0,0,0.00161030595813205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","4/7/2015_911NP9ATC_1","4/7/2015","911NP9ATC",1,602,0.00830564784053156,0.00332225913621262,0.00664451827242525,0,0.00498338870431894,0.0514950166112957,0,0.0215946843853821,0,0,0.292358803986711,0,0.0132890365448505,0,0,0.0232558139534884,0,0,0.425249169435216,0,0.00166112956810631,0,0.0132890365448505,0.00332225913621262,0,0,0,0,0.00166112956810631,0.00332225913621262,0,0.00664451827242525,0.0946843853820598,0,0,0.00166112956810631,0,0.00166112956810631,0.00332225913621262,0.00664451827242525,0,0,0,0,0,0,0.00166112956810631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00332225913621262,0,0,0.00498338870431894,0,0,0,0,0,0,0,0,0,0.00166112956810631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","4/7/2015_911TJLCC2_1","4/7/2015","911TJLCC2",1,637,0,0.00470957613814757,0.021978021978022,0,0,0,0,0.00784929356357928,0,0,0.205651491365777,0,0.106750392464678,0.00156985871271586,0,0.0879120879120879,0,0.0141287284144427,0.0518053375196232,0.00156985871271586,0.00156985871271586,0,0.0313971742543171,0.00313971742543171,0,0.00156985871271586,0.00627943485086342,0.00627943485086342,0.0235478806907378,0.0627943485086342,0,0.00470957613814757,0.0282574568288854,0.00313971742543171,0.00156985871271586,0,0.00156985871271586,0,0,0,0.00627943485086342,0,0,0,0,0.00470957613814757,0,0,0,0.00784929356357928,0,0.0737833594976452,0,0.00313971742543171,0,0,0,0,0.00470957613814757,0,0,0.00470957613814757,0,0,0.00156985871271586,0,0,0,0,0,0,0.00156985871271586,0,0,0,0,0,0.00313971742543171,0,0,0,0,0,0,0,0,0.00156985871271586,0.00941915227629513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00470957613814757,0.00156985871271586,0.156985871271586,0,0.00313971742543171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156985871271586,0,0,0,0,0,0,0.00784929356357928,0,0,0,0,0.0125588697017268,0.00156985871271586,0.00470957613814757,0.00156985871271586,0.00156985871271586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","4/8/2008_902SMAS1x_1","4/8/2008","902SMAS1x",1,234,0.00854700854700855,0,0.465811965811966,0.0384615384615385,0,0,0,0,0,0,0.0512820512820513,0,0.00854700854700855,0.00427350427350427,0,0.329059829059829,0,0,0.00854700854700855,0,0,0,0,0.00427350427350427,0,0,0,0,0.0128205128205128,0,0,0.00854700854700855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615385,0,0,0,0,0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0.00427350427350427,0,0,0,0,0,0,0,0,0,0.00427350427350427,0,0,0,0,0,0,0,0,0,0,0,0,0.00427350427350427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","4/8/2015_903FCPSPx_1","4/8/2015","903FCPSPx",1,603,0,0,0.00165837479270315,0.0480928689883914,0,0,0,0,0,0,0.218905472636816,0.0199004975124378,0.00829187396351575,0,0,0.140961857379768,0,0,0.0646766169154229,0.0033167495854063,0,0.00165837479270315,0.0530679933665008,0,0,0.0199004975124378,0.0298507462686567,0.00995024875621891,0.142620232172471,0.00165837479270315,0.0364842454394693,0,0.0945273631840796,0,0.00165837479270315,0,0,0,0.00165837479270315,0,0,0.0066334991708126,0,0,0,0.0630182421227197,0,0.00165837479270315,0,0,0,0,0,0,0,0,0,0,0,0,0.00165837479270315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00165837479270315,0,0,0,0,0,0,0,0,0,0.00497512437810945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497512437810945,0,0,0,0,0,0.00165837479270315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497512437810945,0,0.0066334991708126,0.00165837479270315,0,0,0,0,0,0,0,0,0,0,0,0,0.00165837479270315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","4/8/2015_903WE0798_1","4/8/2015","903WE0798",1,606,0.00825082508250825,0,0.037953795379538,0.00825082508250825,0,0.0214521452145215,0,0.0099009900990099,0.0033003300330033,0,0.176567656765677,0.351485148514851,0.0511551155115512,0,0.0066006600660066,0.0165016501650165,0,0.00165016501650165,0.221122112211221,0,0,0,0.0462046204620462,0,0,0,0,0,0.0099009900990099,0.0132013201320132,0,0,0.0115511551155116,0,0,0,0,0.00165016501650165,0,0,0,0,0,0,0,0,0.00165016501650165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00165016501650165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","4/8/2015_903WE0900_1","4/8/2015","903WE0900",1,609,0.00328407224958949,0,0.0295566502463054,0.00656814449917898,0,0,0,0.00164203612479475,0.00492610837438424,0,0.251231527093596,0.344827586206897,0.00164203612479475,0,0.00164203612479475,0.216748768472906,0,0,0.114942528735632,0,0,0,0.00164203612479475,0,0,0,0,0,0.00164203612479475,0,0,0,0.00985221674876847,0,0,0,0,0,0.00656814449917898,0,0.00164203612479475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164203612479475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","4/9/2015_903NP9UAC_1","4/9/2015","903NP9UAC",1,584,0,0.00684931506849315,0.0188356164383562,0,0,0.00171232876712329,0,0.00171232876712329,0.00171232876712329,0,0.128424657534247,0.0702054794520548,0.00684931506849315,0.00171232876712329,0,0.0547945205479452,0,0,0.208904109589041,0.00342465753424658,0.00171232876712329,0,0.0136986301369863,0,0,0.118150684931507,0,0.035958904109589,0.00513698630136986,0.0445205479452055,0,0.00171232876712329,0.0445205479452055,0,0,0.00684931506849315,0,0,0.00171232876712329,0,0.0154109589041096,0.0650684931506849,0,0,0,0.011986301369863,0,0,0,0.011986301369863,0,0,0,0,0,0.00171232876712329,0,0.0513698630136986,0,0,0,0,0,0,0.00171232876712329,0,0,0,0,0,0,0,0,0,0,0,0.00171232876712329,0,0,0,0,0.011986301369863,0,0,0,0,0,0,0,0,0,0,0,0.00171232876712329,0,0,0,0,0,0,0.00684931506849315,0,0,0,0,0,0,0,0,0,0,0.00171232876712329,0,0,0,0,0,0,0,0,0.0256849315068493,0,0,0,0,0,0,0.00171232876712329,0,0,0.00342465753424658,0,0.00171232876712329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00513698630136986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","5/1/2014_901BELOLV_1","5/1/2014","901BELOLV",1,634,0.00157728706624606,0,0,0,0,0,0,0,0.00157728706624606,0,0.435331230283912,0,0,0,0,0.0141955835962145,0,0,0.127760252365931,0,0,0,0.154574132492114,0,0,0,0,0,0.00157728706624606,0.00946372239747634,0,0.00157728706624606,0.140378548895899,0,0.00157728706624606,0,0,0.00473186119873817,0.00157728706624606,0,0.0126182965299685,0.0504731861198738,0,0,0,0,0.00157728706624606,0,0,0.00473186119873817,0,0.00157728706624606,0,0,0,0,0,0,0.00157728706624606,0,0,0.00788643533123028,0,0,0.00157728706624606,0,0,0,0,0,0,0,0,0,0,0,0,0.0205047318611987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00157728706624606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","5/10/2010_903CVPCT_1","5/10/2010","903CVPCT",1,585,0,0,0.256410256410256,0.0188034188034188,0,0,0,0.00341880341880342,0.0102564102564103,0,0.169230769230769,0.00512820512820513,0.00341880341880342,0.00683760683760684,0,0.145299145299145,0.00170940170940171,0,0.0188034188034188,0,0.00170940170940171,0,0.00170940170940171,0.00170940170940171,0,0,0,0,0.121367521367521,0.208547008547009,0,0,0.00170940170940171,0,0,0.00170940170940171,0,0,0.00512820512820513,0,0,0.00170940170940171,0,0,0,0,0.00170940170940171,0.00170940170940171,0,0,0,0,0,0,0,0,0.00170940170940171,0,0,0,0,0,0,0,0,0,0.00512820512820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00170940170940171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00170940170940171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00170940170940171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","5/10/2017_901NP9FLC_1","5/10/2017","901NP9FLC",1,752,0.00531914893617021,0.0199468085106383,0.0664893617021277,0,0,0,0,0,0.011968085106383,0.00132978723404255,0.275265957446808,0,0.0757978723404255,0,0.00398936170212766,0.00531914893617021,0,0,0.150265957446809,0,0.00132978723404255,0,0.0784574468085106,0,0,0,0,0.00265957446808511,0.0199468085106383,0.0824468085106383,0,0,0.0664893617021277,0,0,0.00664893617021277,0,0.00664893617021277,0,0,0,0.0159574468085106,0,0,0,0,0,0.0279255319148936,0,0,0.00132978723404255,0.0359042553191489,0,0,0,0,0,0,0,0.00797872340425532,0,0.00398936170212766,0,0,0.00265957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00930851063829787,0.00132978723404255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132978723404255,0,0,0,0.0106382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132978723404255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","5/10/2017_901NP9LCC_1","5/10/2017","901NP9LCC",1,620,0.00483870967741936,0.00161290322580645,0.00645161290322581,0.0129032258064516,0,0.00161290322580645,0,0,0,0,0.503225806451613,0.00161290322580645,0.0225806451612903,0,0,0.279032258064516,0,0,0.082258064516129,0,0,0,0.0564516129032258,0,0,0,0,0,0,0,0,0.00161290322580645,0.00806451612903226,0,0,0,0,0,0,0.0032258064516129,0,0.00483870967741936,0,0,0,0.00161290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00645161290322581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","5/10/2017_901S01849_1","5/10/2017","901S01849",1,744,0.00268817204301075,0.00403225806451613,0.0228494623655914,0.00134408602150538,0,0.0362903225806452,0,0.0134408602150538,0.00268817204301075,0.00134408602150538,0.341397849462366,0,0.0134408602150538,0,0,0.0685483870967742,0,0,0.133064516129032,0.00268817204301075,0,0,0.190860215053763,0,0,0.00134408602150538,0,0.00403225806451613,0.071236559139785,0.00537634408602151,0,0.0497311827956989,0.00806451612903226,0,0,0,0.00268817204301075,0,0,0.00134408602150538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00537634408602151,0,0,0.00537634408602151,0,0,0,0,0.00134408602150538,0,0,0,0,0,0,0,0.00268817204301075,0.00134408602150538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00268817204301075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134408602150538,0,0,0,0,0,0,0,0,0,0,0,0.00134408602150538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","5/10/2017_911NP9ATC_1","5/10/2017","911NP9ATC",1,574,0,0.00348432055749129,0.0662020905923345,0.0156794425087108,0,0.00696864111498258,0,0,0.00696864111498258,0,0.228222996515679,0.00174216027874564,0.0470383275261324,0,0.00174216027874564,0.0505226480836237,0,0,0.506968641114983,0,0.00174216027874564,0,0.00871080139372822,0,0,0,0,0,0.0104529616724739,0.00348432055749129,0.00522648083623693,0.00174216027874564,0.0104529616724739,0,0.00174216027874564,0,0,0,0,0,0,0.00174216027874564,0,0,0,0,0,0.0104529616724739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174216027874564,0,0,0,0,0.00174216027874564,0,0,0,0,0,0,0.00174216027874564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00348432055749129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","5/10/2017_911TJKC1x_1","5/10/2017","911TJKC1x",1,601,0,0,0.0199667221297837,0,0,0.00665557404326123,0,0,0,0,0.0415973377703827,0,0,0,0,0.901830282861897,0,0,0.00831946755407654,0,0,0,0.00332778702163062,0.00332778702163062,0,0,0,0,0.00998336106489185,0.00166389351081531,0,0,0,0,0,0,0,0,0,0,0,0.00166389351081531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166389351081531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","5/11/2010_903ACPCT1_1","5/11/2010","903ACPCT1",1,182,0,0,0.0604395604395604,0.0384615384615385,0,0,0,0,0,0.00549450549450549,0.478021978021978,0.00549450549450549,0.010989010989011,0,0,0.010989010989011,0,0,0.00549450549450549,0,0,0,0,0.00549450549450549,0,0,0,0.00549450549450549,0,0,0,0,0,0,0.00549450549450549,0,0,0.00549450549450549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00549450549450549,0.010989010989011,0,0,0,0.00549450549450549,0.00549450549450549,0,0,0,0.00549450549450549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192307692307692,0.0769230769230769,0,0,0,0,0,0,0,0,0,0.00549450549450549,0,0,0,0,0,0,0,0,0.032967032967033,0,0,0,0.00549450549450549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010989010989011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00549450549450549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
